applicant_id,application_date,age,gender,education_level,employment_type,marital_status,family_size,number_of_dependents,location_type,monthly_income_inr,spouse_income_inr,monthly_expenses_inr,monthly_savings_inr,monthly_utility_bills_inr,property_value_inr,vehicle_value_inr,total_investments_inr,outstanding_loan_amount_inr,loan_amount_applied_inr,years_current_employment,banking_relationship_years,monthly_business_revenue_inr,daily_mobile_hours,monthly_digital_transactions,avg_transaction_amount_inr,social_media_accounts_count,mobile_app_usage_intensity_score,digital_payment_adoption_score,utility_payment_regularity_score,location_stability_score,mobile_banking_usage_score,payment_reliability_score,financial_health_score,stability_index,timeliness_score,repayment_ability_score,loan_type,interest_rate,probability_of_default,consent_status,city,risk_category
E8445,2025-04-13,61,Male,Post Graduate,Salaried,Married,5,3,Tier2,134911,42266,65538,65390,2078,6709877,946933,2079498,219147,6839824,33.6,33.7,0,1.9,10,17678,2,25,53,95,120,91,76,76,89,81,67,home loan,9.44,0.2069670924302012,Full Consent,Mehsana,Medium Risk
D5229,2025-07-01,32,Female,Post Graduate,Professional,Married,3,1,Metro,74710,0,31767,42348,16692,0,338259,0,253051,2000000,30.5,14.0,0,9.7,44,2062,5,67,77,95,120,95,68,58,65,76,63,personal loan,18.4,0.12560371749091545,Full Consent,Vadodara,Low Risk
B7916,2024-10-19,37,Female,Post Graduate,Business Owner,Married,4,2,Tier1,94855,0,37081,56410,16817,2369114,565917,976392,169653,8000000,0.5,16.1,195264,5.1,29,8505,3,69,57,95,120,95,10,49,34,6,5,home loan,9.97,0.9116730617845951,Full Consent,Bhavnagar,Very High Risk
D7902,2025-02-09,34,Female,Post Graduate,Professional,Married,2,0,Tier2,114010,72473,52094,59847,6333,4655215,651385,456389,182742,2000000,6.9,16.0,0,9.0,70,4360,6,68,71,95,120,95,78,95,90,95,90,personal loan,17.87,0.09902071125305491,Full Consent,Valsad,Low Risk
A9459,2024-07-06,28,Female,Graduate,Professional,Single,1,0,Tier2,107212,0,53751,50136,6113,1761386,377669,0,281722,2000000,34.9,10.0,0,7.0,44,4962,7,77,84,95,120,95,76,95,90,95,90,education loan,12.18,0.036378891056587336,Full Consent,Navsari,Low Risk
D1318,2025-06-27,59,Female,Professional,Professional,Married,3,1,Tier2,60000,0,30637,29167,15268,0,206523,391348,94030,1000000,0.5,33.0,0,3.0,10,17529,2,29,32,95,120,66,53,89,60,73,62,gold loan,11.76,0.011286742234372898,Full Consent,Palanpur,Low Risk
C4643,2025-07-09,32,Male,Graduate,Salaried,Married,4,2,Tier2,60000,23007,21974,34658,16135,1012601,0,331253,125845,2000000,0.5,14.0,0,11.3,70,1801,7,81,79,95,120,95,39,77,55,49,49,personal loan,18.06,0.2829801199102381,Full Consent,Anand,Medium Risk
B6745,2024-08-16,28,Female,Post Graduate,Salaried,Single,1,0,Tier2,63529,0,26419,35395,1694,0,143688,307814,116182,930135,31.5,10.0,0,10.1,69,2256,6,86,83,95,120,95,91,67,58,95,75,education loan,12.05,0.15608620803954118,Full Consent,Bharuch,Low Risk
A2235,2024-08-08,45,Female,Post Graduate,Professional,Married,2,0,Tier2,71902,41103,30710,39179,8770,2516597,0,0,197016,6902592,24.5,26.3,0,4.9,25,7339,2,40,64,95,120,95,36,30,54,37,5,home loan,9.75,0.6914031412966173,Full Consent,Navsari,Very High Risk
F4388,2024-07-19,49,Male,Professional,Salaried,Married,4,2,Tier2,60000,39247,31228,27084,9803,2239719,0,0,197248,818025,33.1,31.0,0,5.7,28,3045,5,67,75,93,120,85,79,94,90,95,73,personal loan,18.64,0.12562784021017076,Full Consent,Valsad,Low Risk
E9149,2025-07-06,45,Male,Graduate,Professional,Single,1,0,Tier2,87454,0,39660,45805,570,5024965,428661,2141751,143949,626492,28.2,27.0,0,7.7,33,6161,5,65,47,95,120,95,87,95,90,95,90,gold loan,11.79,0.09817920580610205,Full Consent,Veraval,Low Risk
B8947,2024-07-31,28,Female,Graduate,Salaried,Married,5,3,Tier2,91497,72926,49129,38572,14946,0,187800,367253,170942,1070253,24.0,10.0,0,8.9,67,3617,5,70,74,95,120,95,80,82,73,88,82,education loan,12.08,0.16107395887519815,Full Consent,Veraval,Low Risk
D9325,2024-12-14,35,Female,Post Graduate,Professional,Married,4,2,Tier2,60000,36643,39484,18461,32815,0,0,259294,176773,4088792,22.5,17.0,0,6.6,37,2957,4,74,68,89,120,95,42,15,39,48,7,business loan,13.49,0.7999730862465395,Full Consent,Vapi,Very High Risk
D3786,2025-06-05,38,Male,Post Graduate,Salaried,Single,1,0,Tier2,60000,0,27308,31869,1508,1440681,168321,598778,187418,1402715,21.1,1.3,0,7.8,33,3290,3,65,50,90,120,95,68,62,83,84,80,personal loan,17.0,0.1991772166618629,Full Consent,Godhra,Medium Risk
D1625,2024-09-08,31,Female,Graduate,Professional,Married,4,2,Tier2,83637,18684,37631,42747,15739,1741188,223449,430723,288826,1500000,0.5,13.0,0,7.2,70,1425,7,67,86,93,120,95,49,95,74,64,70,auto loan,11.64,0.2611613187740057,Full Consent,Nadiad,Medium Risk
E5891,2024-09-27,37,Female,Graduate,Business Owner,Married,5,3,Tier2,60000,0,34183,23595,26965,1267773,101096,0,131967,4320000,34.5,19.0,111794,3.2,43,1760,5,54,69,95,120,95,42,35,52,61,18,business loan,15.31,0.6524106703126923,Full Consent,Patan,High Risk
D7870,2025-06-25,28,Female,Graduate,Business Owner,Single,1,0,Tier1,60000,0,24947,33154,3374,0,76351,0,169904,1500000,14.9,10.0,77856,9.7,64,1083,4,68,89,95,120,95,90,60,55,79,75,auto loan,11.78,0.041672185842866874,Full Consent,Bhavnagar,Low Risk
A3459,2024-11-02,41,Male,Graduate,Salaried,Single,1,0,Tier2,162205,0,74077,85665,5047,4872800,1264173,1328063,491976,1500000,14.2,23.0,0,3.8,22,5830,2,65,62,95,120,95,88,95,90,95,90,auto loan,10.68,0.059344367630619566,Full Consent,Nadiad,Low Risk
D3212,2025-01-16,51,Female,Post Graduate,Business Owner,Married,5,3,Tier1,60000,0,14741,44159,17210,2400962,0,0,97296,4320000,15.2,33.0,106721,4.3,10,11740,1,44,46,95,120,83,57,49,77,66,32,business loan,14.53,0.42052976890017624,Full Consent,Surendranagar,High Risk
B7650,2024-06-15,56,Male,Professional,Professional,Single,1,0,Tier2,66645,0,33583,32294,4156,0,0,0,180283,721227,27.6,34.2,0,2.9,10,12996,1,37,38,95,120,94,77,54,64,95,70,personal loan,16.65,0.14592869051728843,Full Consent,Anand,Low Risk
E9678,2024-10-20,45,Male,Professional,Professional,Married,4,2,Tier2,123784,58412,56690,65704,16457,3548643,620567,2913620,221291,8000000,9.5,25.8,0,5.9,41,5800,3,58,48,95,120,95,57,70,80,75,50,home loan,9.3,0.22990073741768308,Full Consent,Mehsana,Medium Risk
F2119,2024-12-09,40,Male,Professional,Business Owner,Single,1,0,Tier2,112735,0,34649,78057,4493,4628334,786156,1438444,237980,8000000,11.6,0.5,304927,5.4,41,2823,4,61,48,95,120,95,47,50,51,40,49,home loan,10.37,0.6377714085233286,Full Consent,Palanpur,High Risk
E9044,2024-12-16,28,Female,Post Graduate,Professional,Single,1,0,Metro,60000,0,32348,26165,3756,0,0,224736,132975,389775,19.2,0.5,0,11.5,60,1441,5,91,75,90,120,95,67,42,50,62,71,personal loan,16.82,0.22280247192828972,Full Consent,Gandhinagar,Medium Risk
B7204,2025-04-26,49,Female,Post Graduate,Professional,Married,2,0,Tier2,65530,0,31211,30743,7493,0,0,0,81462,4718160,0.6,0.5,0,4.7,36,2140,3,45,76,95,73,73,10,10,5,5,5,business loan,14.05,0.8674941980243003,Full Consent,Mehsana,Very High Risk
B7277,2025-03-27,48,Female,Post Graduate,Professional,Married,3,1,Tier1,85674,50269,47367,34479,10196,4335851,329282,1073382,95867,5000000,20.7,11.2,0,4.8,27,4017,3,50,52,95,120,95,55,54,90,84,46,business loan,13.87,0.36433370020064376,Full Consent,Jamnagar,Medium Risk
C6037,2025-02-28,56,Male,Professional,Professional,Married,3,1,Metro,110769,53245,54596,55517,9192,8519494,390903,2414274,189390,5000000,32.7,36.4,0,3.0,10,26653,3,41,51,95,120,81,71,77,90,91,64,business loan,13.59,0.19577239414223802,Full Consent,Ahmedabad,Medium Risk
B3983,2024-12-11,28,Female,Post Graduate,Business Owner,Married,4,2,Tier2,87285,53556,51845,31901,16785,1136338,0,0,238737,2000000,26.3,10.0,192469,7.7,62,3605,4,67,88,95,120,95,67,73,86,91,73,personal loan,18.24,0.09439591826241626,Full Consent,Bharuch,Low Risk
B8596,2024-06-01,34,Female,Post Graduate,Professional,Married,5,3,Tier2,60000,18602,25844,33681,9615,0,153425,180468,133874,2000000,14.2,9.9,0,9.6,54,1434,5,80,73,95,120,95,71,54,71,84,54,personal loan,17.73,0.2862144408803627,Full Consent,Navsari,Medium Risk
F4358,2025-04-01,28,Female,Professional,Business Owner,Married,4,2,Tier2,70048,0,22069,44789,16318,0,297156,283775,125492,856860,34.7,0.5,108203,8.4,75,1982,6,69,85,95,120,95,75,62,39,59,85,education loan,12.28,0.025109856464002073,Full Consent,Mehsana,Low Risk
F1396,2024-11-10,40,Male,Professional,Salaried,Married,2,0,Tier2,71071,32092,33023,37402,11968,0,348062,849195,124350,1346005,32.4,22.0,0,6.3,30,6895,3,58,46,95,120,95,76,94,90,95,80,personal loan,17.52,0.01,Full Consent,Anand,Low Risk
B9026,2024-12-31,49,Female,Post Graduate,Professional,Single,1,0,Tier2,174013,0,66001,104759,6680,10909539,974063,2449542,463867,8000000,30.6,31.0,0,5.5,29,8485,4,62,59,95,120,95,74,92,90,93,75,home loan,9.56,0.2323700880858808,Full Consent,Godhra,Medium Risk
B9568,2025-06-23,42,Male,Post Graduate,Business Owner,Married,5,3,Tier1,60000,42174,23863,32772,4847,0,0,0,125927,2000000,26.7,24.0,108257,8.0,44,3542,2,64,45,95,120,92,83,42,64,83,54,education loan,12.0,0.18827061889256286,Full Consent,Surendranagar,Medium Risk
D1534,2025-06-26,55,Female,Graduate,Salaried,Single,1,0,Tier1,69217,0,28572,40521,3954,0,0,344803,201446,4696284,24.3,31.4,0,1.8,17,4664,1,49,58,95,120,85,45,23,44,59,19,business loan,13.97,0.6183368289006528,Full Consent,Rajkot,High Risk
F8499,2024-07-14,33,Female,Graduate,Professional,Single,1,0,Tier2,73336,0,29562,42857,5371,1035322,0,0,225223,7040256,16.5,0.5,0,10.3,56,1791,5,75,70,95,120,95,24,12,29,5,5,home loan,9.6,0.825260498527123,Full Consent,Veraval,Very High Risk
A1372,2025-03-28,48,Male,Post Graduate,Salaried,Married,2,0,Tier2,148233,98671,62473,84710,12689,5254100,883404,3256589,499679,4199778,34.0,30.0,0,6.0,26,12155,3,41,78,95,120,88,85,95,90,95,90,home loan,9.37,0.01,Full Consent,Patan,Low Risk
D8392,2025-06-15,46,Male,Graduate,Professional,Married,3,1,Tier2,143461,88623,77149,65677,9459,6910906,565415,2347585,319445,5000000,9.3,28.0,0,6.5,34,11949,4,59,70,95,120,95,67,89,90,95,74,business loan,13.6,0.16176280569253887,Full Consent,Veraval,Low Risk
B6708,2025-02-01,36,Male,Graduate,Professional,Married,3,1,Metro,79507,61401,30490,46438,1592,1450725,0,0,19081,7632672,16.7,18.0,0,3.9,37,3482,2,72,78,95,120,95,48,33,44,41,11,home loan,10.5,0.7100783726821541,Full Consent,Ahmedabad,Very High Risk
B5936,2025-05-07,45,Male,Graduate,Salaried,Single,1,0,Tier2,61795,0,32675,25792,1604,0,73919,702908,215753,4449240,27.7,27.0,0,4.1,29,4441,5,65,49,95,120,95,45,22,43,50,10,business loan,14.68,0.6802223708601056,Full Consent,Morbi,Very High Risk
B4951,2025-03-10,40,Female,Graduate,Business Owner,Single,1,0,Metro,86173,0,27518,55283,4242,4571096,664142,867663,162718,1500000,29.3,22.0,156599,5.1,23,6864,4,58,56,95,120,95,95,95,90,95,90,auto loan,10.56,0.10114159451794366,Full Consent,Vadodara,Low Risk
C9518,2024-12-17,56,Male,Graduate,Professional,Married,3,1,Tier1,60000,0,24862,32969,17653,0,235190,0,131138,1125613,28.9,11.5,0,3.2,10,13655,3,27,58,95,120,78,84,59,81,95,73,personal loan,19.08,0.11991236984982943,Full Consent,Surendranagar,Low Risk
D9332,2025-05-30,45,Male,Post Graduate,Salaried,Married,2,0,Tier1,77739,57243,26099,48878,9830,0,0,0,263110,1000000,32.0,27.0,0,3.9,36,2234,3,69,58,95,120,95,94,77,77,95,84,gold loan,11.8,0.16166020199048164,Full Consent,Surendranagar,Low Risk
D7333,2024-07-02,38,Male,Post Graduate,Business Owner,Married,4,2,Metro,101808,40408,30810,67624,29345,3745469,564308,1081776,210341,5000000,4.0,20.0,154803,6.9,37,2211,4,71,47,95,120,93,52,75,76,79,50,business loan,14.71,0.2967650430708986,Full Consent,Gandhinagar,Medium Risk
C2874,2025-07-11,34,Female,Post Graduate,Salaried,Married,2,0,Metro,120016,0,60099,57917,6516,3745195,837665,1274717,329201,2000000,26.3,16.0,0,7.1,66,5160,6,83,85,95,120,95,81,95,90,95,90,education loan,11.41,0.11953714957715225,Full Consent,Gandhinagar,Low Risk
E4795,2025-05-15,41,Male,Graduate,Salaried,Single,1,0,Tier2,60000,0,24040,34598,2975,2095509,87324,0,119753,5760000,21.1,7.2,0,3.8,31,3069,2,49,52,95,120,95,45,21,45,36,5,home loan,10.21,0.8279300470460556,Full Consent,Junagadh,Very High Risk
B7358,2024-06-08,28,Male,Post Graduate,Business Owner,Married,2,0,Tier2,109213,43764,52428,55956,7429,1502803,0,1005766,146492,2000000,22.1,10.0,196321,10.0,79,3053,7,67,78,95,120,95,88,95,88,95,90,education loan,12.65,0.15176353331471987,Full Consent,Veraval,Low Risk
C3762,2024-11-19,37,Male,Post Graduate,Salaried,Married,4,2,Tier1,128046,51447,51295,74756,9867,3372570,973775,1070952,186761,2000000,34.4,19.0,0,7.8,32,9471,3,67,68,95,120,95,83,95,90,95,90,personal loan,17.09,0.01,Full Consent,Surendranagar,Low Risk
A3019,2024-11-08,28,Male,Post Graduate,Professional,Married,5,3,Tier2,93385,42950,34709,58224,16685,1247757,0,805926,197965,2000000,26.3,10.0,0,9.4,57,3099,5,78,87,95,120,95,82,95,90,95,90,personal loan,17.37,0.10491643527834893,Full Consent,Bharuch,Low Risk
C7816,2024-06-08,45,Male,Post Graduate,Professional,Married,5,3,Metro,63336,16780,24365,37205,21704,2285478,262926,0,140438,6080256,29.5,27.0,0,4.8,34,1617,5,40,51,95,120,95,49,27,62,36,8,home loan,10.61,0.7010776161987041,Full Consent,Ahmedabad,Very High Risk
F4169,2025-03-12,28,Male,Graduate,Salaried,Married,2,0,Tier1,141855,0,65561,74469,7906,0,0,0,336811,1626157,17.1,10.0,0,8.4,65,2568,7,69,82,95,120,95,80,65,65,93,81,personal loan,16.95,0.11973711623076834,Full Consent,Surendranagar,Low Risk
A8890,2024-07-26,43,Male,Post Graduate,Business Owner,Married,3,1,Tier2,60000,0,29420,29149,12702,0,0,427703,220656,1229335,22.9,25.0,138323,5.5,51,3125,4,55,66,95,120,95,85,76,90,95,75,home loan,8.76,0.10165496647085942,Full Consent,Patan,Low Risk
C1741,2024-11-29,45,Female,Professional,Salaried,Married,2,0,Metro,97837,60764,51636,45847,2106,3913952,408671,1652649,256718,5000000,0.5,27.0,0,6.0,33,3183,5,47,53,95,120,78,25,61,52,47,28,business loan,14.34,0.48241613621520246,Full Consent,Ahmedabad,High Risk
A2662,2025-05-19,57,Male,Post Graduate,Professional,Married,5,3,Tier2,60000,0,38803,20209,6469,2909558,112235,503478,180460,4320000,33.2,11.2,0,2.8,16,10962,3,32,49,91,120,87,33,40,73,60,13,business loan,13.19,0.6372718423298513,Full Consent,Morbi,High Risk
E4292,2024-08-07,50,Male,Post Graduate,Professional,Single,1,0,Tier2,73323,0,30776,39192,3874,1610098,128042,0,109435,5000000,21.4,0.5,0,1.7,16,8698,2,47,52,95,120,82,41,30,56,35,30,business loan,14.1,0.6846157633687706,Full Consent,Porbandar,Very High Risk
E9888,2024-08-01,49,Male,Post Graduate,Business Owner,Single,1,0,Tier2,97663,0,47777,49563,3888,3141506,246052,2814513,286106,1000000,24.7,31.0,226064,4.1,36,5439,3,55,69,95,120,94,93,95,90,95,90,gold loan,10.78,0.01,Full Consent,Vapi,Low Risk
A1322,2025-03-25,47,Female,Graduate,Professional,Single,1,0,Tier1,60000,0,37887,20389,1513,0,294412,296449,77007,4830346,28.6,0.5,0,7.4,34,3545,2,67,75,95,120,95,31,10,33,6,5,home loan,9.32,0.92,Full Consent,Surendranagar,Very High Risk
B2973,2024-06-03,46,Male,Graduate,Professional,Married,5,3,Tier1,85614,0,24983,56716,22707,2648624,506771,1811719,251477,8000000,0.5,28.0,0,3.7,26,4812,2,63,77,95,120,91,13,33,14,5,5,home loan,11.08,0.8838883285541138,Full Consent,Jamnagar,Very High Risk
F3905,2024-08-25,50,Female,Graduate,Professional,Married,3,1,Tier2,139620,0,57909,81618,15028,8253596,569530,1856290,222329,5000000,31.6,32.0,0,1.4,10,10921,3,54,59,95,120,95,74,95,90,95,86,business loan,13.44,0.16585013076294366,Full Consent,Navsari,Low Risk
E8733,2025-06-16,54,Male,Professional,Professional,Married,3,1,Tier1,137641,0,63513,70883,7017,9586061,1076534,1906702,263317,8000000,22.0,33.8,0,3.8,13,9444,2,30,41,95,120,87,65,71,84,82,54,home loan,10.4,0.15856945656765747,Full Consent,Surendranagar,Low Risk
D7545,2025-01-10,54,Male,Professional,Professional,Married,3,1,Tier2,65148,20488,23637,39323,14468,0,0,0,202273,1000000,31.1,35.9,0,3.6,18,7722,2,36,32,95,120,77,90,72,72,95,85,gold loan,11.96,0.027615174547961148,Full Consent,Nadiad,Low Risk
E4348,2024-09-17,36,Male,Graduate,Professional,Married,3,1,Metro,60000,0,29183,26827,18412,0,117093,0,136652,5760000,8.3,18.0,0,5.4,20,3849,4,43,48,95,120,95,41,10,16,17,5,home loan,10.56,0.8849501040709972,Full Consent,Vadodara,Very High Risk
D2285,2025-05-01,55,Female,Professional,Professional,Married,3,1,Tier2,121684,0,60608,57560,22558,8616949,434071,4254382,288026,2000000,5.7,15.2,0,4.9,10,12249,1,48,25,95,120,79,70,95,90,95,88,personal loan,18.02,0.10849505864144585,Full Consent,Nadiad,Low Risk
A2745,2025-07-09,28,Male,Post Graduate,Professional,Married,4,2,Tier1,60000,28596,28180,28431,27294,0,167242,518695,91793,1183123,33.5,10.0,0,10.2,38,1484,6,92,81,95,120,95,84,78,81,95,87,auto loan,11.25,0.08823911815869467,Full Consent,Bhavnagar,Low Risk
B9263,2025-01-21,51,Female,Post Graduate,Professional,Married,5,3,Tier1,60000,33450,16408,39802,10848,1473803,0,0,143905,575187,21.4,4.0,0,4.3,10,13083,1,22,57,95,120,95,82,88,90,95,88,personal loan,16.37,0.04173669334398396,Full Consent,Rajkot,Low Risk
B5064,2025-07-04,36,Female,Post Graduate,Salaried,Married,5,3,Metro,60000,30925,20808,35459,12073,1413817,234207,0,147729,5760000,0.5,18.0,0,7.4,28,4795,2,56,57,95,120,95,10,28,13,5,5,home loan,10.57,0.9113281766155159,Full Consent,Gandhinagar,Very High Risk
F6736,2024-09-08,49,Female,Post Graduate,Professional,Married,3,1,Tier2,91593,0,53942,33722,6709,6092325,387438,1224166,119887,3183969,32.2,14.7,0,5.2,35,7538,3,45,67,95,120,95,78,90,90,95,73,home loan,9.93,0.043427460998505744,Full Consent,Navsari,Low Risk
E8019,2025-03-25,52,Male,Professional,Business Owner,Married,5,3,Metro,60000,36311,20478,38725,28443,2652731,94912,346636,224630,5760000,18.1,34.0,81720,3.5,10,9789,1,30,26,95,120,78,47,31,63,43,5,home loan,9.45,0.7312008825458481,Full Consent,Ahmedabad,Very High Risk
D9957,2024-07-06,37,Male,Graduate,Salaried,Married,2,0,Tier1,109237,0,48364,57290,3675,4861717,453880,1124114,235194,1500000,26.3,19.0,0,3.5,44,2704,3,44,63,95,120,95,85,95,90,95,90,auto loan,10.96,0.06140189049527334,Full Consent,Jamnagar,Low Risk
D2699,2024-09-03,57,Female,Post Graduate,Business Owner,Married,5,3,Tier2,60000,0,14056,45508,22805,0,149704,0,70537,926059,24.0,23.1,98998,3.0,10,9893,3,29,42,95,120,77,95,84,90,95,87,gold loan,12.06,0.04858940891437398,Full Consent,Godhra,Low Risk
B1717,2025-04-20,34,Male,Graduate,Professional,Single,1,0,Tier2,101146,0,45488,54351,3183,3661232,365946,785290,123787,8000000,0.5,16.0,0,9.8,53,3230,6,87,87,95,120,95,14,57,22,14,5,home loan,10.28,0.8674098864886615,Full Consent,Morbi,Very High Risk
F5426,2024-08-31,28,Female,Professional,Business Owner,Married,2,0,Metro,60000,0,12323,46900,7665,920736,0,411378,69846,1500000,11.5,10.0,85168,10.0,66,1293,7,71,86,95,120,95,95,95,90,95,90,auto loan,11.13,0.024189333456855273,Full Consent,Surat,Low Risk
A4961,2025-01-27,56,Male,Professional,Salaried,Single,1,0,Tier1,76161,0,39656,33839,4772,1920855,149112,0,216476,7311456,25.8,0.9,0,4.0,10,13030,1,38,52,95,120,87,19,12,34,8,5,home loan,10.64,0.8075128346854972,Full Consent,Jamnagar,Very High Risk
C9092,2025-01-13,60,Male,Graduate,Professional,Single,1,0,Tier2,98472,0,40835,54273,3328,6284918,615135,1754303,147551,8000000,0.5,13.5,0,1.8,20,12112,2,44,45,95,120,75,14,50,42,13,5,home loan,10.03,0.8099208488063836,Full Consent,Anand,Very High Risk
C7996,2025-04-25,35,Male,Post Graduate,Salaried,Married,2,0,Tier2,71608,18823,27404,40901,4760,0,0,450179,134189,1500000,17.0,17.0,0,4.7,36,4940,4,49,56,95,120,95,92,87,73,95,89,auto loan,11.43,0.09490317402620045,Full Consent,Junagadh,Low Risk
F9177,2024-12-05,28,Male,Professional,Professional,Married,5,3,Tier1,60000,47385,21394,35992,36723,0,168399,486848,83909,1500000,0.5,0.5,0,9.4,66,2244,6,80,94,95,53,95,36,64,24,17,56,auto loan,11.85,0.39910892157353955,Full Consent,Surendranagar,Medium Risk
F1900,2025-03-17,40,Female,Post Graduate,Salaried,Married,3,1,Tier2,60000,28950,31670,26822,8937,0,0,495285,118690,2988572,1.8,2.9,0,6.6,21,5011,3,56,63,95,115,95,17,38,24,36,23,business loan,14.6,0.8142564948245976,Full Consent,Porbandar,Very High Risk
C8517,2025-04-16,45,Male,Graduate,Salaried,Married,5,3,Tier2,60000,45119,31228,26282,23812,2313879,0,0,124137,5760000,0.5,27.0,0,5.0,32,5286,5,44,51,95,120,83,10,29,10,5,5,home loan,9.71,0.92,Full Consent,Godhra,Very High Risk
A8707,2024-10-18,43,Female,Post Graduate,Salaried,Single,1,0,Tier2,99199,0,30764,64701,4273,5578236,596104,1796296,355700,2000000,22.3,25.0,0,7.9,35,3976,4,68,72,95,120,95,82,95,90,95,90,personal loan,18.31,0.10733329661512733,Full Consent,Godhra,Low Risk
F9161,2024-11-16,50,Male,Graduate,Professional,Married,3,1,Tier2,87514,61417,39903,46473,1529,3804092,510693,1323157,178669,6435731,30.9,21.2,0,2.0,21,6021,2,30,50,95,120,84,62,60,88,66,32,home loan,10.74,0.4135431334888445,Full Consent,Palanpur,Medium Risk
E9828,2025-02-16,44,Female,Post Graduate,Professional,Married,5,3,Metro,103858,39646,51414,51476,21795,4848383,529608,1674689,264705,603984,16.5,26.0,0,4.2,27,4318,5,40,74,94,120,95,85,95,90,95,90,personal loan,16.71,0.01,Full Consent,Surat,Low Risk
F2165,2024-07-11,35,Male,Graduate,Salaried,Married,5,3,Tier2,61780,45706,26676,33513,23164,0,0,665532,110294,3012634,34.8,17.0,0,5.9,31,2731,3,68,74,95,120,95,68,55,67,81,44,business loan,15.18,0.1745226355161607,Full Consent,Porbandar,Low Risk
E4797,2025-05-06,57,Male,Post Graduate,Salaried,Married,3,1,Tier2,128868,101464,56042,71800,5083,9812087,565213,2316002,184193,8000000,20.8,35.0,0,1.6,19,16426,1,43,43,95,120,85,63,66,80,71,62,home loan,8.98,0.21385110581606898,Full Consent,Valsad,Medium Risk
C3949,2025-07-15,65,Male,Graduate,Business Owner,Married,4,2,Tier2,138007,79446,58095,79580,18563,9330228,1041785,3818648,330657,1000000,0.5,33.7,367142,2.9,21,11944,3,43,51,95,120,55,56,95,87,88,78,gold loan,12.13,0.1487584800561375,Full Consent,Patan,Low Risk
C8909,2024-12-02,35,Male,Post Graduate,Professional,Married,4,2,Tier2,78457,0,20090,55895,10110,1850366,0,0,200440,2000000,9.7,17.0,0,6.9,33,2550,3,68,55,95,120,95,88,95,90,95,90,education loan,11.5,0.12042322032242338,Full Consent,Vapi,Low Risk
A2604,2024-08-25,43,Male,Post Graduate,Business Owner,Married,5,3,Tier2,60000,42054,23676,34341,28760,0,0,0,137943,5760000,21.9,23.6,72280,5.5,30,4154,2,65,49,95,120,93,40,10,24,25,5,home loan,10.22,0.7205457269256617,Full Consent,Valsad,Very High Risk
